,AZ_F1_11_a,AZ_F1_201_c,AZ_F1_202_b,AZ_F1_202_c,AZ_F1_202_d,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_203_g,AZ_F1_203_h,AZ_F1_206_a,AZ_F1_207_c,AZ_F1_3_b,AZ_F1_3_f,AZ_F1_3_g,AZ_F1_7_b,AZ_F1_7_c,AZ_F1_7_d
LOC121827633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prkaa2,56.5,61,64.5,50.83,76.5,81.5,54.5,72,71,56.7,75.5,67,44,46,49.5,86,57,61
Fyb2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dab1,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0
LOC121827317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
Oma1,30,12,17,31,25,21,13,24,27,22,24,23,13,17,14,27,11,22
C2H1orf141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnai4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
Insl5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynlt5,3,1,0,0,0,0,2,2,0,5,1,1,1,1,1,1,1,2
Sgip1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,2,0,3
LOC121827630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pde4b,15,18,29,17,26,28,28,34,42,37,35,13,12,18,32,30,19,34
LOC121827311,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC121827312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121832326,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
LOC121827310,0,2,0,0,0,0,2,3,0,4,1.2,0,0,0,0,0,0,2
LOC102919819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102919512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepr,2,11,12,12,10,6,9,8,11,9,13,13,8,8,10,13,16,19
Leprot,8.5,9.5,9.5,17.5,16.5,12,7,9.5,15,12.5,11,7.5,9.5,10.5,13,10,11,12.2
Dnajc6,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2
LOC121827309,1,44,27,9,14,2,37,30,15,31,28,28,4,6,5,5,6,23
Jak1,59,69,64,94,77,79,62,75,93,76,74,58,58,65,60,72,74.2,74
Raver2,9,5,4,3,5,4,6,7,4,7,4,10,4,3,3.5,1,5,14.5
Cachd1,5,7,3,7,5,5,8,7,11,21.33,7,5,11,10,7,10,7.33,8
LOC121827308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ube2u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ror1,3,1,1,7,1,2,1,0,0,2,1,3,2,0,4,1,0,2
LOC121827690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Znf740,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pgm1,1066,1052,1155,1339,1275,1505,1186,1461,1381,786,1315,1141,913,849,936,1428,1184,1043
Efcab7,3.5,9.83,11,8.5,9.5,6.5,7.5,9,4.5,11.5,15,6,4.5,9.5,5.5,4.5,3.5,8.5
LOC102909985,5,6,8,4,9,6,3,8,7,16,4,3,3,12,7,3,8,7
Alg6,1,2,1,4,1,0,3,6,8,2,3,5,0,0,1,1,0,5
LOC121827306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxd3,1,1,0,1,0,2,2,2,1,1,3,2,0,3,2,4,1,5
LOC102907798,3,5,3,6,4,3,1,2,4,1,2,4,4,6,2,5,1,1
LOC121827305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atg4c,1,1,0.5,0.5,0,0.5,1.5,0,3.5,0.5,1,3,1,0.5,0.5,2,0,0.5
LOC121827625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dock7,13,22,27,16,21,23,24,25,17,30,22,16,15,18,17,18,18,20
Angptl3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Usp1,40,45.33,33.33,48,45.5,54.33,25,33.33,43.5,50.83,50,40,34.83,40.83,41,47,35.67,38.5
L1td1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107400840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patj,1,1,1,1,2,0,0,1,1,5,0,1,0,0,1,2,0,0
Tm2d1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nfia,140.5,139.5,140,178,200,193,131.5,173,173.5,162,200,161.5,125,146,133.5,207,173,172.5
LOC107400839,0,2,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0
LOC121827302,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
LOC121827301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
LOC121827300,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
LOC121827624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121830644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2H1orf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102904623,1,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1.5
LOC102904308,0,1,5,2,2,0,3,0,4,3,1,2,1,2,2,3,0,0
LOC102903993,1,0,2,5,2,3,0,1,0,2,4,0,3,3,2,2.5,3.33,0
LOC102903674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102903374,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
LOC102903065,0,1,0,0,1,0,0,1,3,1,0,0,0,1,0,1,0,0
Hook1,1,1,0,1,0,1,3,0,0,0,0,0,0,0,2,0,2,1
LOC107400837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fggy,8,7,14,14,14,9,5,13,4,7,7,14,4,12,6,9,5,10
LOC121827298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823238,40.08,36,47.5,72.5,56.78,54.58,42.83,49.58,63.6,53.62,38.57,29.92,49.2,61.5,49.57,52.43,45.37,45.32
Jun,53,67,32,48,74,37,25,87,54,100,40,30,35,48,70,38,39,55
LOC102928084,1,1,0,0.5,1,2,0.5,1,1,1,0.5,0.5,1,0,0,1.5,0.5,1.5
Mysm1,26,23,40,22,26,29,39,31,30,36,35,34,29,18,16,26,20,43
Eqtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tek,8,13,6,10,11,9,12,8,24,10,17,5,5,11,14,9,8,20
LOC121827296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ift74,9,13,10,9,15,11,13,13,7,9,11,9,10,6,8,11,5,12
Lrrc19,0,2,3,0,1,0,0,0,0,1,1,1,0,1,0,0,0,4
Plaa,28,35,39,37,39,36,30,34,44,26,27,23,25,28,24,34,18,29
Caap1,2,3,5,7,4,11,3,8,3,9,5,11,3,3,2,3,1,4
LOC121827295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izumo3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107400843,7.8,6.8,8.8,11.2,12,7.8,11.4,9.4,8.8,12,9,6.8,10.8,18.6,7.8,9.4,11.4,10.8
LOC121827291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elavl2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Trnak-cuu-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmrta1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
LOC102922647,1,1,1,0,1,2,0,0,0,0,1,0,1,0,0,0,2,0
LOC121827287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC102913047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102925772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102911789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102917710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102910842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102919861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klhl9,28,33,61,50,59,55,44,37,46,56,40,53,49,47,32,44,46,51
LOC121827283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102920483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102925467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102914329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102912431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifnb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacd4,2,4,5,2,5,4,1,2,5,7,1,7,2,3,7,2,5,3
Focad,10,13,12,15,9,11,9,17,11,13,15,8,5,9,17,11,7,14
Mllt3,92,81.5,121.5,133,70.5,128,97.5,153,118.5,57.5,107,60.5,87.5,76,90.5,112.5,109.5,115.5
Slc24a2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Acer2,7,2,10,5,4,7,4,3,2,6,4,4,7,1,3,5,3,4
Rps6,83.68,79.45,94.1,123.52,120.3,122.93,101.5,90.15,113.95,114.33,79.18,65.48,98.83,129.48,88.48,116.72,105.85,112.9
Dennd4c,60,81,65,60,65,88,67,77,81,58,87,63,43,50,58,88,53,75
Plin2,78,52,67,63,82,66,53,60,66,70,56,63,34,45,61,56,42,63
Haus6,5,7,6,5,5,8,13,6,11,6,2,9,3,3,3,4,1,3
LOC121827748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rraga,87,58,61,99,101,86,65,63,82,79,74,56,68,55,63,100,57,73
LOC121827281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Saxo1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamtsl1,6,4,7,7,7,2,2,7,4,9,6,5,5,8,9,6,10,6
LOC121827279,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC121827280,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sh3gl2,0,0,0,2,0,0,0,0.2,0,2,0,0,1,0,0,0,0,0
Cntln,9,10,10.8,22.2,9.1,19.6,13,5.6,15.4,14.6,10.8,19.4,15.2,12.8,9.2,20,14.2,11.8
LOC121827278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bnc2,3,1,8,9,14,0,5,4,2,4,2,6,6,6,6,5,5,4
LOC121827614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc171,1,4,4,2,1,0,3,2,4,2,0,2,2,2,2,2,0,0
LOC102928744,182.17,249.37,236.03,315.7,375.53,247.33,213.33,351.2,177.03,272.83,372.03,261.53,330.03,331.77,181.5,217.17,183.17,209.5
Psip1,52,61,62,76,45,67,76,93,77,63,86,80,61,67,41,68,57,41
Snapc3,61,73,49,81,63,58,47,69,65,54,83,74,68,50,48,44,50,35
LOC121827276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102927601,1,0.5,0,0,0.25,0,0,0,0,0,2,0,0.5,0,0,0.5,1.2,0.5
LOC121827275,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0
LOC102928201,2,2,4,4,3,0,1,0,2,3,2,1,0,0,0,1,0,1
Cer1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zdhhc21,33,28,26,30,32,48,28,35,45,43,29,36,18,18,24,35,24,28
Nfib,296,356,340,453,407,386,316.5,410,389,422,438.5,372,259.5,283,313,414.5,333,408
LOC121827274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Trnah-gug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102920699,36,41,32,62,74,55,46,102,41,59,74,39,39,59,27,57,58,69
LOC121827273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mpdz,148,80,126,82,170,111,127,89,142,143,115,78,60,75,115,212,98,214
LOC121827271,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
LOC121827270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lurap1l,1,1,1,5,0,1,0,1,2,4,0,0,0,1,1,0,0,0
Tyrp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121831234,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,0,1,1
LOC121827610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107401732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprd,4,3,5,8,10,4,1,10,1,11,3,11,5,3,8,7,7,7
LOC121827269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kdm4c,6,13.5,13,5,5.5,12,14,17,4,15.5,12.5,20,5.5,8,5.5,3,6,14
LOC121827862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frmd3,0,2,1,2,2,2,0,1.2,0,1.2,1,2,0,6,3,2,3,2
LOC102924241,50,31,43,64,53,51,34,58,57,37,40,30,36,66,45,75,45,42
Rasef,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
LOC121827604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121824272,78.9,49.62,76,105.3,101.33,92.75,76.25,60.07,89.73,73.38,52.18,50.9,84.93,116.6,76.32,91.02,89.32,55.68
LOC102926412,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
Trnak-cuu-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tle1,14,8,3,4,14,2,3,4,4,11,2,5,9,6,5,14,6,11
C3H12orf57,167,149,223,267,252,234,152,250,201,176,170,159,131,172,137,182,186,140
LOC121821453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megf9,9,4,10,28,23,17,12,10,28,12,16,11,14,20,18,21,15,15
LOC121825665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdk5rap2,14,16,26,20,29,21,14,18,28,22,29,16,17,21,14,27,28,37
LOC121827600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121828453,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
LOC102903715,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0,1.67,0
Brinp1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0
LOC121827597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tlr4,1,4,2,3,5,5,6,6,4,3,4,3,3,2,3,2,2,1
LOC121827267,0,0,0.2,1,1,0,0,0,0,0,0.2,0,0,1,0.2,0,0,0.2
Astn2,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0
LOC121827266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim32,10,13,12,14,20,16,12,14,15,7,13,16,20,15,8,12,16,14
Pappa,3,1,1,5,0,0,1,0,1,3,2,0,3,0,0,0,1,3
Tnc,4,3,0,4,1,11,3,1,8,8,0,3,6,4,3,1,8,3
Tnfsf8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0
LOC102926515,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Tnfsf15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tex48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827265,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
Tmem268,2,2,4,2,1,2,4,4,1,3,4,0,2,0,5,1,1,0
Atp6v1g1,311.78,239.08,364.58,437.67,469.83,398.83,333.83,354.95,348.2,330.5,310.75,289.83,337.33,490.7,279.95,419.52,323.5,329.75
LOC121827263,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
Whrn,1,0,2,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1
Akna,0,0,1,3,2,1,2,0,2,1,2,0,1,0,0,1,1,2
LOC121827261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102923817,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0
LOC121827262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col27a1,3,1,3,1,5,0,2,0,0,4,2,1,1,1,2,0,1,1
LOC121827259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kif12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Znf618,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
LOC107401504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107401501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC121827592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgs3,1,8,3,9,3,5,3,7,7,4,7,10,2,4,11,5,3,10
C2H9orf43,7,11,21,20,13,10,15,13,11,10,14,10,7,4,12,23,9,13
LOC121827258,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pole3,8,2,6,13,6,12,5,4,9,3,5,6,7,6,9,5,4,2
Cdc26,60.5,44,61.5,68,59,74.5,41.5,68.5,69,65,54,42,42.5,63.33,49,59,49.2,47.7
Slc31a1,28,32,33,37,36.5,32,31,32,38,39,35,25,29,23,38,27,26,33
Fkbp15,2,3,2,2,2,3,2,3,2,3,2,2,1,3,3,4,1,3
LOC121820884,17,23,16,22,18,26,6,21,24,12,16,10,14,17,18,28,14,14
LOC121826508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC121827256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc31a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107401502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp37,7,4,10,11,6,15,7,8,8,12,6,7,9,7,3,10,3.53,16
LOC121827491,0,0,0,0.83,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0
Slc46a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snx30,10,7,6,6,12,3,2,4,7,8,4,7,4,6,10,7,8,3
LOC102905226,5,8,10,5,13,15,4,10,6,11.2,11,6,2,8,10,7.2,5,6.2
Kiaa1958,1,2,2,0,0,2,2,0,2,4,5,4,1,1,4,2,0,2
LOC102915641,0,0,0.33,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0
LOC107399570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ptbp3,22.5,47.5,36,58,55,36,43.5,37,49,54,51,46.5,63,34.5,38,48,31.5,57.5
LOC102905543,83.5,62,77,110.75,90.5,106,73.5,74.5,113,101.5,59,58.5,102,120,82.5,90,100,74.5
Susd1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
LOC121827253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ugcg,20,20,27,25,23.5,37,12,24,26,28,28,23,19,18.5,20.5,33,24,17
LOC121827591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptgr1,1,0,3,1,0,2,2,0,4,1,2,1,2,1,1,1,2,3
Znf483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecpas,449,492,373,460,501,546,459,604,607,400,595,447,456,378,367,605,427,528
LOC102911608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LOC121827590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827250,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
LOC121827589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lpar1,9,11,8,22,17,10,2,11,13,18,11,10,6,13,10,8,6,9
Musk,7,3,8,11,12,7,5,18,7,11,3,10,8,3,6,15,3,9
Svep1,2,8,13,13,19,9,8,19,12,15,8,14,4,9,7,6,8,16
LOC121827249,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Txndc8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txn,120,93,145,165.5,157.5,200.5,171,148,204,160,134,125,110,132,101.5,149.5,122,133.5
C2H9orf152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palm2akap2,38,38,24,37,30,64,36,32,48,40,47,57,36,31,34,70,44,52
LOC121827247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827708,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
LOC121827246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptpn3,73,68,102,36,74,43,39.2,56,55,124,70,48,46,42.5,67,109,56,72
LOC121827243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epb41l4b,0,1,2,1,0,0,1,0,2,0,0,0,0,1,0,0,2,0
Frrs1l,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tmem245,28,21,13,16,20,21,20,22.5,20,21,25,14,15,16.5,17,39,13,28
Ctnnal1,25,24,37,30,21,12,17,22,25,36,33,22,22,32,37,35,26,28
LOC121827242,0,1,0,0,1,0,2,1,0,2,2,2,0,0,0,1,1,1
Abitram,7,16,12,14,11,16,8,14,13,13,10,4,9,4,9,8,9,9
LOC121827490,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
Elp1,81,107,68,80,79,108,81,106,125,84,143,74,56,62,72,112,69,89
Actl7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actl7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827241,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
LOC121827240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827585,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
LOC121827239,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Klf4,42,18.5,32.5,34,52,40.5,23.5,42.5,74,100,33.5,34.5,48.5,50.5,44.5,35,25,36.5
LOC102912476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rad23b,69,56,67,87.5,97,75,67,62,96.5,61,83,65,89,55.5,57,83,54,76
LOC121827725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC102926464,15.33,14.5,11.33,18,14.67,22.08,11.83,15,17.17,9.83,16.33,16,8.83,13.17,10.5,17.5,17.83,13.83
Znf462,4,9.5,15,9,19,5,13,13.2,9,11,16,9,8,12.5,7,12,7,10
LOC121827730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
